id,Name,Ort,Standort des Lagers,Betreiber,Dauer des Bestehens,Häftlingsbelegung,Unterbringung,Art der Arbeiten,Todesopfer,Rücküberstellungen,Fluchten,Zugänge aus anderen Lagern,Evakuierung,Juristische Aufarbeitung,Besonderheiten der Evakuierung,Besonderheiten des Lagers,Ende der Evakuierung,Todesopfer/Vorkommnisse,Verlauf/Orte,Datum,Typ,Stärke der Kolonne,Beginn der Evakuierung,Marsch auf sächsischem Gebiet,weitere Evakuierung,Ende/Befreiung,Besonderheiten,Häftlingsstärke,Verbleib,Arbeitseinsatz,Herkunft,Anzahl Todesopfer,Bekannte Opfer,Dauer des Bahntransports,Dauer der Evakuierung
44,Aussenlager KZ Flossenbuerg,"Plauen Industriewerke (72.2.). brache), Unternehmensgruppe Carl Ramig, Mechanische Baum- wollwebereien, Treuen.","Plauen, Roonstraße (heute: L.-F.-Schönherr-Straße; Industrie-",OSRAM Glühlampenwerk GmbH Berlin („GU 897“).,16. oder 17. September 1944 bis 12. oder 13. April 1945.,300 weibliche politische Häftlinge.,Im Dachgeschoss des Fabrikgebäudes.,Glühlampen- und Röhrenfertigung.,Keine.,Keine.,Keine.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,"Nach dem Luftangriff am 10. April 1945 wurde das AL Industrie- werke am 15. April geräumt und die Frauen aus Plauen herausge- führt. Ein Soldat der Wehrmacht kehrte aber mit ihnen nach Plauen zurück, wo sie am 16. April 1945 von amerikanischen Soldaten befreit wurden.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
45,Aussenlager KZ Flossenbuerg,"Plauen Baumwollspinnerei (72.1). Die Baumwollspinnerei der Carl Ramig, Mechanische Baumwoll- webereien, Treuen.","Plauen, Hans-Sachs-Straße, heute eine Kaufland-Filiale.",OSRAM Glühlampenwerk GmbH Berlin. (Glühlampenunterwerk „GU 896“).,16. oder 17. September 1944 bis 13. oder 14. April 1945. Verzeichnis der KZ-Außenlager 513,200 politische Häftlingsfrauen aus sieben europäischen Nationen.,Zweiter Stock des Fabrikgebäudes.,Glühlampen- und Röhrenfertigung.,Keine.,Keine.,Keine.,Nicht bekannt.,"Am 13. oder 14. April 1945 sind die Frauen nach Schönheide marschiert. Dort trafen sie auf die männlichen KZ-Häftlinge aus Lengenfeld und Zwickau, mit denen sie zusammen in Richtung Stammlager Flossenbürg weiter getrieben wurden (siehe AL Lengenfeld). Die Frauen wurden wahrscheinlich ab Johanngeor- genstadt mit der Bahn transportiert und nach Leitmeritz gebracht.Juristische Aufarbeitung",Nicht bekannt.,Nicht bekannt.,"Bei dem Luftangriff am 10. April 1945 wurde auch die Baumwoll- spinnerei zerstört, die Häftlinge waren bis zur Evakuierung in der Ruine untergebracht.",Nicht bekannt.,Nicht bekannt.,"Am 13. oder 14. April 1945 sind die Frauen nach Schönheide marschiert. Dort trafen sie auf die männlichen KZ-Häftlinge aus Lengenfeld und Zwickau, mit denen sie zusammen in Richtung Stammlager Flossenbürg weiter getrieben wurden (siehe AL Lengenfeld). Die Frauen wurden wahrscheinlich ab Johanngeor- genstadt mit der Bahn transportiert und nach Leitmeritz gebracht.Juristische Aufarbeitung",1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
46,Aussenlager KZ Flossenbuerg,Porschdorf (74). (bei Porschdorf/Kreis Pirna über Bad Schandau).,"Gemeinde Rathmannsdorf, OT Gluto , ehemaliger Steinbruch","OT-Sonderbaustab, Büro Prof. Dr. Ing. Rimpl, Königstein, auf Weisung des Geilenberg-Stabs für die „Sudetenländische Treib- stoffwerke AG“, Hydrierwerk Brüx.",3. Februar 1945 bis 14. April 1945.,250 Häftlinge (Männer) vom KZ Flossenbürg aus mehreren Ländern.,"Fabrikgebäude eines stillgelegten Steinbruchs im Ortsteil „Gluto“ der Gemeinde Rathmannsdorf im Sebnitztal. Die Arbeitsstelle befand sich 1–1,5 km entfernt im Polenztal.","Ausbrechen von Stollen, Betonierungsarbeiten, Verlade- und Transportarbeiten (Eisenbahnschienen).","Elf in Porschdorf (Friedhof), sieben in Oelsen, eine unbekannte Zahl während des Evakuierungsmarsches.","13 Häftlinge am 15. März 1945 nach Mockethal zu „Schwalbe III“, 15 Häftlinge am 20. März 1945 nach Leitmeritz.",Keine bekannt.514 KZ-Außenlager in Sachsen,Nicht bekannt.,14. April 1945 Fußmarsch.,"Die von der Zentralstelle Ludwigsburg begonnene Vorermittlung wurde von der Staatsanwaltschaft Kassel fortgesetzt, aber im Dezember 1977 ergebnislos eingestellt.",Nicht bekannt.,Nicht bekannt.,Befreiung am 9. Mai 1945 durch sowjetische Truppen.,"Viele während des Marsches, genaue Zahlen sind nicht bekannt.","Über Bad Schandau – Königstein – Bielatal – Bahratal – Hellen- dorf – Oelsen, hier Unterkunft in einer Rittergutsscheune, von der SS zum Bau von Panzersperren gezwungen.",1945-04-14,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
47,Aussenlager KZ Flossenbuerg,Rochlitz (78). Rochlitz.,Barackenlager Reitbahn Rochlitz und Barackenlager Döhlen bei,Mechanik GmbH Rochlitz – Tochtergesellschaft der Werkzeug maschinenwerke Pittler AG Leipzig (Vorsitzender des Aufsichts- rats: H. J. Abs).,14. September 1944 bis 28. März 1945.,660 Männer und Jüdinnen aus verschiedenen Konzentrationsla- gern und mehreren Ländern.,"Zuerst kurzzeitig in Erdbunkern, dann im Barackenlager Reitbahn Rochlitz und im Barackenlager Döhlen bei Rochlitz.","Metallbearbeitung mittels Werkzeugmaschinen, Fertigung von Teilen der Flugzeughydraulik für Junkers-Kampfflugzeuge Ju 87 und Ju 88, 3-Schicht-System zu je acht Stunden tägliche Arbeit.",Während der Lagerexistenz keine.,13. Januar 1945 199 Häftlinge zum Außenlager Calw des KZ Natzweiler bei der Luftfahrtgerätewerk GmbH. 11./20. Januar 1945 zwei Frauen nach Ravensbrück. 3. April 1945 drei Frauen nach Zwodau (wahrscheinlich zurück- gebliebene Kranke).,In Rochlitz keine.,Nicht bekannt.,"Die Männer wurden zu einem bisher nicht bekannten Zeitpunkt nach Wansleben am See verlegt. Am 28. März 1945 Überstellung der Frauen von Rochlitz über Glauchau, Zwickau, Aue, Zwotental und Klingenthal ins AL Graslitz (Kraslice). Ab Mitte April 1945 mussten die Frauen auf Todesmarsch bis Stankau (Stankov).",Ermittlungen der Zentralstelle Ludwigsburg wurden im Novem- ber 1975 ergebnislos eingestellt.,Nicht bekannt.,Beide Lager und auch zeitweilig in Rochlitz stationierte männli- che KZ-Häftlinge unterstanden einer einheitlichen Lagerführung. Verzeichnis der KZ-Außenlager 515,Befreiung am 6. Mai 1945 durch amerikanische Truppen.,Nicht bekannt.,"Die Männer wurden zu einem bisher nicht bekannten Zeitpunkt nach Wansleben am See verlegt. Am 28. März 1945 Überstellung der Frauen von Rochlitz über Glauchau, Zwickau, Aue, Zwotental und Klingenthal ins AL Graslitz (Kraslice). Ab Mitte April 1945 mussten die Frauen auf Todesmarsch bis Stankau (Stankov).",1945-03-28,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
48,Aussenlager KZ Flossenbuerg,Schönheide (81). an dieser Stelle der Neubau des Feuerwehr-Gerätehauses).,"Schönheide, Hauptstraße, Textildruck Arlt (heute befindet sich","Firma R. Fuess, Berlin-Steglitz.",21. Februar 1945 bis 15. April 1945.,"50 Häftlinge, Tschechen, Polen, Deutsche und andere. Stärke am 13. April 1945: 46 KZ-Häftlinge.","In einem Raum der Firma Schuricht, später teilweise im neu errichteten Barackenlager der Firma Arlt.",Herstellung von Kleinteilen für die Flugzeugindustrie.,Mindestens vier Häftlinge. Verbleib: Alter Friedhof Schönheide.,Nicht bekannt.,"Ein Fluchtversuch, Schicksal unbekannt.",Nicht bekannt.,Am 13. April 1945 marschierten die Häftlinge nach Johanngeor- genstadt und wahrscheinlich anschließend wieder nach Schön- heide. Die Häftlinge mussten am 15. April 1945 mit den auf dem Sportplatz kampierenden KZ-Häftlingen einen Todesmarsch in Richtung Flossenbürg antreten. Weiterer Verlauf wie Evakuierung Lengenfeld.,Der Lagerälteste Georg Weilbach (Häftlings-Nr. 2) wurde im Dachauer Flossenbürg-Prozess zu zwölf Jahren Freiheitsstrafe verurteilt.516 KZ-Außenlager in Sachsen,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,"Ob es auf dem Todesmarsch Opfer gab, ist nicht bekannt.",Am 13. April 1945 marschierten die Häftlinge nach Johanngeor- genstadt und wahrscheinlich anschließend wieder nach Schön- heide. Die Häftlinge mussten am 15. April 1945 mit den auf dem Sportplatz kampierenden KZ-Häftlingen einen Todesmarsch in Richtung Flossenbürg antreten. Weiterer Verlauf wie Evakuierung Lengenfeld.,1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
49,Aussenlager KZ Flossenbuerg,Seifhennersdorf (22.1).,"Seifhennersdorf, Schützenhaus.","Außenkommando der SS-Pionierkaserne Dresden, SS-Baustab Dresden.",Januar 1944 bis 16. März 1945.,30 männliche Häftlinge aus mehreren europäischen Ländern.,Ehemaliges Schützenhaus in der Ortslage Seifhennersdorf.,Bauarbeiten am SS-Hilfslazarett.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,16. März 1945.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.Todesopfer/VorkommnisseEnde der EvakuierungBesonderheiten der EvakuierungJuristische Aufarbeitung,1945-04-16,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
50,Aussenlager KZ Flossenbuerg,Siegmar-Schönau (83). schänkenstraße und Anton-Günther-Straße in der Nähe der Neefestraße.,"Lager Landgraf in Siegmar-Schönau, zwischen heutiger Jagd-","Auto Union AG, die zur Pacht bis Ende des Krieges in zwei Werkhallen der Wanderer Werke AG für die Rüstung produzierte.",10. September1944 bis Mitte Januar 1945 in Siegmar.,"400 männliche polnische jüdische KZ-Häftlinge aus dem KZ Auschwitz, später auch Häftlinge aus anderen Ländern.",In diesem Lager waren die KZ-Häftlinge von den im Lager befindlichen Zwangs- und Westarbeitern sowie Kriegsgefangenen mit Stacheldrahtzaun und vier Wachtürmen in Baracken getrennt untergebracht. Verzeichnis der KZ-Außenlager 517,"Fertigung von Teilen des für den Panzer „Tiger“ bestimmten Maybach-Motors HL 230, LKW-Getriebeteile, Aufräumungsarbei- ten zur Beseitigung der Kriegsschäden im Werk Siegmar.",Sechs Tote in Siegmar-Schönau.Besonderheiten des Lagers,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Am 10. Dezember 1944 im Fußmarsch über Grüna nach Hohen- stein-Ernstthal (46) in ein Barackenlager auf dem Schützenplatz.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Am 10. Dezember 1944 im Fußmarsch über Grüna nach Hohen- stein-Ernstthal (46) in ein Barackenlager auf dem Schützenplatz.,1944-12-10,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
51,Aussenlager KZ Buchenwald,Taucha – Frauenlager (87.1). Straße).,"Taucha, Freiherr-von-Stein-Straße (heute Matthias-Erzberger-","HASAG, Werk II Taucha.",7. September 1944 bis 13./14. April 1945.,"Insgesamt mindestens 1.352 Frauen aus 17 europäischen und einer nichteuropäischen Nationen, überwiegend politische Häftlinge, Sinti- und Roma-Frauen und Jüdinnen.",Barackenlager.,Munitionsproduktion und Abfüllen von Abschussrohren für Panzerfäuste.,"Fünf, Verbleib unbekannt.","161 nach Auschwitz, 147 nach Bergen-Belsen und 76 nach Ravensbrück.","Neun, Ergebnis nicht bekannt.",Nicht bekannt.,Siehe Männerlager HASAG Taucha.,Nicht bekannt.,Nicht bekannt.,"Im Februar/März 1945 ließ der Kommandant der KZ-Außenlager bei der HASAG, Plaul, 100 Frauen von Leipzig nach Taucha versetzten, wahrscheinlich, weil er Widerstand bei einer Räumung erwartete. Die HASAG betrieb in Taucha zwei getrennte Werke, Werk I, Weststraße, und Werk II, Graßdorfer Straße. Häftlinge wurden in beiden Werken eingesetzt. Der Arbeitseinsatz der Häftlinge des AL unterstand dem Betriebsdirektor des Werkes II Taucha.",Nicht bekannt.,Nicht bekannt.,Siehe Männerlager HASAG Taucha.,1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
52,Aussenlager KZ Buchenwald,Taucha – Männerlager (87.2). Straße).,"Taucha, Freiherr-von-Stein-Straße (heute Matthias-Erzberger-","HASAG, Werk II Taucha.",10. Oktober 1944 bis 13./14. April 1945.,"466 Männer; polnische und ungarische Juden sowie politische Häftlinge aus Deutschland, Polen und Tschechien.",Barackenlager.,"Transportarbeiten, sonst unbekannt.",Keine.,Keine.,Keine.,Keine.,Am 13/14. April 1945 erfolgten die Auflösung des Männer- und Frauenlagers und der Anschluss der meisten Häftlinge an die Evakuierungskolonnen aus Leipzig. Etwa 80 KZ-Häftlinge beiderlei Geschlechts blieben im Lager zurück und wurden am 19./20. April von amerikanischen Truppen befreit.,Das 1966 eingeleitete Voruntersuchungsverfahren der Zentralen Stelle in Ludwigsburg wurde 1974 an die Zentralstelle Köln weitergeleitet und dort 1975 eingestellt.,Nicht bekannt.,Vom 25. Oktober 1944 bis in den November 1944 waren 500 dänische Polizeihäftlinge aus dem KZ Buchenwald im AL unter gebracht. Sie mussten bei Taucha einen Bahndamm bauen. Der Arbeitseinsatz erfolgte wahrscheinlich nicht für die HASAG. Einer dieser Häftlinge verstarb.,Siehe Evakuierung Erla-Werke Leipzig.,Vier männlichen Todesopfer aus Taucha in Dörschnitz und ein Todesfall in Wurzen sind nachgewiesen.,Siehe Evakuierung Erla-Werke Leipzig.,1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
53,Aussenlager KZ Buchenwald,Torgau (88).,Waldgelände nordwestlich von Torgau.,Heeresmunitionsanstalt Torgau.,Erstens: 4. September 1944 bis 5. Oktober 1944 und zweitens: 18. November 1944 bis Ende April 1945.,"Erstens: Belegung mit 500 Frauen, Französinnen und einzelne Frauen aus neun anderen Nationen beziehungsweise Staatenlose; Zweitens: Belegung mit 250 ungarischen Jüdinnen.","Barackenlager, circa 15–20 Minuten von der Arbeitsstelle entfernt.",Abfüllen von Sprengladungen und Reinigung von Blindgängern.,Zwei Französinnen.,"Rücküberstellung von 242 Frauen nach Ravensbrück, während die anderen Frauen dieser Gruppe in das Außenlager Abterode bei Eisenach überstellt wurden.","Acht Fluchten (Französinnen), teilweise später wieder ergriffen.",Nicht bekannt.,Das Lager wurde nicht evakuiert. Die Wachmannschaften setzten sich ab. Amerikanische Truppen besetzten am 26. April 1945 einen Korridor zwischen Mulde und Elbe und befreiten damit die Frauen. Der im Lager verbliebene Kommandant wurde festge- nommen.,Bei den 1966 eingeleiteten Ermittlungen der Zentralen Stelle der Landesjustizverwaltungen in Ludwigsburg wurden keine Anhalts- punkte für Tötungsverbrechen festgestellt.,Nicht bekannt.,Die erste Lagerbelegung (Französinnen) wurde vom Arbeitsein satz wegen des Verdachts der kollektiven Sabotage abgelöst.,Nicht bekannt.,Nicht bekannt.,Das Lager wurde nicht evakuiert. Die Wachmannschaften setzten sich ab. Amerikanische Truppen besetzten am 26. April 1945 einen Korridor zwischen Mulde und Elbe und befreiten damit die Frauen. Der im Lager verbliebene Kommandant wurde festge- nommen.,1945-04-26,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
54,Aussenlager KZ Flossenbuerg,Venusberg (90).,"Spinnerei Gebr. Schüller, Venusberg, OT Spinnerei.","Junkers Flugzeug- und Motorenwerke AG Dessau, Zweigwerk Kassel, (Tarnnamen „Venuswerke AG“).",15. Januar 1945 bis 15. April 1945.,15. Januar 1945: Transport vom KZ Ravensbrück 500; 28. Februar 1945: Transport vom KZ Bergen-Belsen 500; Insgesamt: 1.000 jüdische Frauen und Mädchen.,"Barackenlager, circa einen Kilometer vom Produktionsstandort.520 KZ-Außenlager in Sachsen","Bearbeitung von Metallteilen mit Bohr-‚ Dreh-, Fräsmaschinen, Stanz- und Montagearbeiten‚ teilweise in Mehrmaschinenbedie- nung‚ zunächst in 12-Stunden-Schicht‚ nach Ankunft des Bergen- Belsen-Transports im Drei-Schicht-System zu je acht Stunden.","47 namentlich bekannte Opfer, insgesamt aber über 100, trotz der kurzen Zeit der Lagerexistenz infolge des eingeschleppten Typhus, keine Tötungen. Letzte Sterbemeldung (laut SS-Akten) 7. April 1945: acht Personen. Die tatsächlichen Sterbedaten liegen noch Tage früher als die Registrierung im KZ Flossenbürg.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,"Widersprüchliche Angaben: 13., 14. oder 15. April 1945: Klein- bahntransport nach Wilischthal‚ Umladung auf Normalspur, weiter Bahntransport bis Mauthausen über Annaberg – Komotau (Chomutov) – Falkenau (Sokolov) – Pladen (Blatno u Jesenice) bis Ober Birken (Horní Bríza). Zwischen Annaberg und Pladen erfolgte die Vereinigung mit dem Transport des Buchenwald- Außenlagers Flößberg (28) und in Ober Birken mit dem Trans- port aus Freiberg (29).","Keine Bestrafung der verantwortlichen Lagerführer. Ermittlungen der Zentralstelle Ludwigsburg und der Staatsan- waltschaft Nürnberg-Fürth wurden am 21. April 1972 ergebnislos eingestellt. An der Stelle der Massengräber wurde schon 1945 ein kleines Grabdenkmal (mit christlichem Grabkreuz) errichtet‚ 1947 ein großes Denkmal aus Bruchsteinmauerwerk mit Mittelstele geschaffen, das 2010 mit Namenstafeln neu gestaltet wurde.",Nicht bekannt.,Nicht bekannt.,28./29. April 1945.,Nicht bekannt.,"Widersprüchliche Angaben: 13., 14. oder 15. April 1945: Klein- bahntransport nach Wilischthal‚ Umladung auf Normalspur, weiter Bahntransport bis Mauthausen über Annaberg – Komotau (Chomutov) – Falkenau (Sokolov) – Pladen (Blatno u Jesenice) bis Ober Birken (Horní Bríza). Zwischen Annaberg und Pladen erfolgte die Vereinigung mit dem Transport des Buchenwald- Außenlagers Flößberg (28) und in Ober Birken mit dem Trans- port aus Freiberg (29).",1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
55,Aussenlager KZ Gross-Rosen,Weißwasser/Oberlausitz (91).,Barackenlager Kromlauer Weg 16.,Philips/Valvo-Röhrenwerke (Bären- und Luisenhütte Weiß wasser).,Juni 1944 bis Februar 1945.,300 ungarische Jüdinnen.,Drei Baracken und Waschgebäude mit Stacheldraht umzäunt. Verzeichnis der KZ-Außenlager 521,"Feinmechanisch-optische Teilefertigung, teils schwere körper liche und gesundheitsgefährdende Arbeiten.",Vier.FluchtenBesonderheiten des Lagers,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,28. Februar 1945 auf den Todesmarsch nach dem Außenlager Horneburg des KZ Neuengamme geschickt.,Nicht bekannt.,"60 Frauen wurden von Horneburg nach Beendorf gefahren. Sie sollten in der dortigen unterirdischen Fabrik zum Einsatz kommen. Diese Anlage war aber bei Ankunft der Frauen nicht mehr funktionsfähig, und man fuhr sie weiter nach Norden. Am 1. Mai übergab die SS diese Frauen an das Schwedische Rote Kreuz. Man fuhr sie weiter in Viehwagen nach Dänemark, wo ihnen geholfen wurde. Diese Rettungsaktion des Roten Kreuzes ist als „Forke-Bernadotte-Aktion“ in die Befreiungsgeschichte eingegangen.Juristische Aufarbeitung",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,"Marsch von Weißwasser nach Senftenberg, Bahnfahrt bis Horneburg, Arbeiten in einem Philips/Valvo-Röhrenwerke- Betrieb. Am 30. März wurden 236 Frauen nach Bergen-Belsen ins dortige KZ gebracht und erlebten am 15. April die Befreiung durch britische Truppen.Todesopfer/Vorkommnisse",1945-02-28,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
56,Aussenlager KZ Flossenbuerg,"Wilischthal (93). Frank und Sachs, jüdisches Unternehmen, nach 1933 arisiert), Nähe Bahnhof Wilischthal.",Fabrikgebäude der stillgelegten Textilfabrik MAFRASA (Marschel‚,"Firma Deutsche Kühl- und Kraftmaschinen GmbH (DKK), zu 100% eine Tochtergesellschaft der Auto Union AG. Für die Werke der DKK in Wilischthal und Oederan wurden Tochtergesellschaften gegründet, speziell für die Rüstungspro- duktion‚ die ab Oktober 1944 auf Weisung von Albert Speer den Tarnnamen „Agricola GmbH“ trugen.",30. Oktober 1944 bis 14. April 1945.,300 Jüdinnen vom KZ Auschwitz-Birkenau.,Baracken mit Waschanlagen im Fabrikgelände.,"Bearbeitung von Metallteilen, Bohren, Fräsen, Schleifen, Drehen für das Maschinengewehr 151 beziehungsweise die Maschinen- kanone für Flugzeuge.522 KZ-Außenlager in Sachsen",Eines.,Keine.,Eine erfolglos.,Nicht bekannt.,Am 14. April 1945 Fußmarsch nach Zschopau und Übernachtung im Lager DKW-Werk‚ am 15. April 1945 Rückmarsch nach Wilischthal und ab dort Bahntransport nach Leitmeritz sowie Fußmarsch nach Theresienstadt.,"1979/80 wurde ein Verfahren zur Ermittlung der Lagerführerin Helene Schwarz, geborene Klofik, vor dem LG Marburg aufgenom- men und ohne Ergebnis wieder eingestellt.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Am 14. April 1945 Fußmarsch nach Zschopau und Übernachtung im Lager DKW-Werk‚ am 15. April 1945 Rückmarsch nach Wilischthal und ab dort Bahntransport nach Leitmeritz sowie Fußmarsch nach Theresienstadt.,1945-04-14,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
57,Aussenlager KZ Flossenbuerg,Wolkenburg (95). Herrensdorfer Str.,"Wolkenburg, Gebäude in der Leipziger Bauwollspinnerei,",Opta Radio Berlin GmbH.,22. August 1944 bis 13. April 1945.,399 Frauen aus verschiedenen Ländern – viele Sinti und Roma. Es wurde auch „Zigeunerlager“ genannt.,4. OG des unteren Hochbaus im Werksgelände.,Herstellung von Radargeräten und Funkgeräten sowie elektri- scher Einrichtungen und Steuerungsteilen für die Luftrüstung.,Mindesten sieben Frauen starben. Die Namen sind im Standesamt verzeichnet. Beerdigt wurden sie auf dem Friedhof der Kirchen- gemeinde Wolkenburg.,Im Dezember 1944 sechs und im Januar 19 nach Ravensbrück (kranke und schwangere Frauen).,Zwei erfolglos.,Nicht bekannt.,Am 13. April für 372 Frauen in Richtung Flossenbürg.,"Kommandoführer Brusch wurde im Dachauer Flossenbürg-Pro- zess zum Tode verurteilt, später zu 15 Jahren begnadigt. Er kam 1954 wieder frei. Zwei SS-Leute verurteilte ein polnisches Gericht; sie waren bis 1957 in Haft.","In Weiden wurde der Zug bombardiert, und einige Frauen konnten flüchten. Bei Irrenlohe gab es einen Tieffliegerangriff und infolgedessen weitere Fluchten.","Nach Häftlingsberichten herrschte im AL ein unmenschlich hartes System. Bei kleinsten Vergehen gab es strengste Strafen, auch Prügelstrafen.",3. Mai 1945.,In Irrenlohe wurden fünf Frauen von dem von SS-Hauptsturmfüh- rer Schippel gebildeten Standgericht exekutiert.,"Fußmarsch Wolkenburg – Herrnsdorf – Uhlsdorf – Rüßdorf – Bernsdorf – Hohndorf – Stollberg, Übernachtung im Gefängnis Hoheneck. Verzeichnis der KZ-Außenlager 523 14. April 1945: Stollberg – Zwönitz – Grünhain – Beierfeld – Schwarzenberg, in Schwarzenberg Bahnverladung – Johanngeor- genstadt, Übernachtung in einem Fabrikgebäude, vermutlich das Außenlager. 15. April 1945: Bahnfahrt nach Karlsbad, Bombardierung des Bahnhofs am 16. April 1945, Weiterfahrt nach Waldsassen. 17. April 1945: Weiterfahrt nach Neustadt – Weiden. Das KZ Flossenbürg verweigerte die Aufnahme. Auf Befehl des Lager- kommandanten fuhr der Zug nach Süden über Irrenlohe und Regensburg. 116 Frauen kamen in Dachau an.",1945-04-13,Aussenlager,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
